title,category_label,author_group,source_work,life,final_strength,strength_stars,final_complexity,complexity_stars,rule_boundary,electronicization_level,roles,rule_concepts,risks,needs_author_review,summary
雄霸,战斗人物,其他,风云,6000,2.74,★★★☆☆,4.97,★★★★★,4.41,高,资源/学习、阵营/结盟、多人一卡,攻击/伤害/生命流失、专属/身份、玩家/一方/阵营/结盟、多人一卡/共享生命、学习/复制/特技所有权,多人一卡结构边界、攻击/伤害/生命流失概念边界,电子化/结算风险较高、规则概念边界复杂,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 81%。
雾雨魔理沙,战斗人物,其他,东方project,,2.28,★★☆☆☆,5.0,★★★★★,5.0,中,规则解释高风险、空间/离场裁定、对象清除裁定、人工裁定,专属/身份、文本修改/人工裁定、杀死/死亡/生命、清除/卡与人物单元、离场/不在场/找不到/无此人,目标/来源风险、人工裁定边界、卡对象与人物单元边界、存在状态边界、文本解释风险、空间状态风险,规则概念边界复杂、同类规则边界复杂度前 10%、人工裁定边界,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★★；规则边界分位 95%。
血葫芦,战斗人物,其他,丑娘娘,9000,2.78,★★★☆☆,4.12,★★★★☆,4.04,中,爆发输出、持续输出、肉盾/生存、控制/封锁、资源/学习、阵营/结盟、对象清除裁定,杀死/死亡/生命、回合/轮/时机、玩家/一方/阵营/结盟、专属/身份、清除/卡与人物单元,随机/人工裁定风险、卡对象与人物单元边界、回合/轮/时机边界、状态交互风险,规则概念边界复杂,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 73%。
钟离春,战斗人物,其他,丑娘娘,6000,1.82,★★☆☆☆,1.43,★☆☆☆☆,1.28,低,待观察,专属/身份,,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★☆☆☆☆；规则边界分位 1%。
心剑神尼,战斗人物,其他,阿里布达年代记,4000,3.04,★★★☆☆,3.63,★★★★☆,3.72,低,控制/封锁、空间/离场裁定,攻击/伤害/生命流失、杀死/死亡/生命、离场/不在场/找不到/无此人、专属/身份,状态交互风险、循环/累积风险、目标/来源风险、空间状态风险、存在状态边界、攻击/伤害/生命流失概念边界,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 68%。
迪卢木多,战斗人物,其他,Fate Zero Night,3900,2.68,★★★☆☆,4.94,★★★★★,4.94,中,持续输出、资源/学习、阵营/结盟、对象清除裁定,攻击/伤害/生命流失、回合/轮/时机、杀死/死亡/生命、玩家/一方/阵营/结盟、专属/身份、学习/复制/特技所有权、清除/卡与人物单元,循环/累积风险、状态交互风险、结算顺序风险、随机/人工裁定风险、卡对象与人物单元边界、回合/轮/时机边界、攻击/伤害/生命流失概念边界,规则概念边界复杂,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 89%。
阿尔托莉雅,战斗人物,其他,Fate Zero Night,4000,2.36,★★☆☆☆,3.59,★★★★☆,5.0,低,资源/学习、对象清除裁定、多人一卡、资源/牌堆,杀死/死亡/生命、专属/身份、牌堆/弃牌/本局弃卡、玩家/一方/阵营/结盟、多人一卡/共享生命、清除/卡与人物单元,目标/来源风险、卡对象与人物单元边界、多人一卡结构边界,规则概念边界复杂、同类规则边界复杂度前 10%,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 95%。
卫宫切嗣,战斗人物,其他,Fate Zero Night,4800,3.25,★★★☆☆,5.0,★★★★★,3.17,高,爆发输出,攻击/伤害/生命流失、回合/轮/时机、杀死/死亡/生命、专属/身份,循环/累积风险、结算顺序风险、随机/人工裁定风险、回合/轮/时机边界、攻击/伤害/生命流失概念边界、目标/来源风险,电子化/结算风险较高、同类文本复杂度靠前,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 51%。
言峰绮礼,战斗人物,其他,Fate Zero Night,1900,2.45,★★☆☆☆,3.28,★★★☆☆,3.54,低,资源/学习、对象清除裁定,攻击/伤害/生命流失、专属/身份、学习/复制/特技所有权、清除/卡与人物单元,卡对象与人物单元边界、循环/累积风险、攻击/伤害/生命流失概念边界,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 62%。
桑书云,战斗人物,温瑞安,血河车,3200,2.32,★★☆☆☆,3.39,★★★☆☆,2.13,低,阵营/结盟,玩家/一方/阵营/结盟、专属/身份、杀死/死亡/生命,文本解释风险、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 19%。
大风道长,战斗人物,温瑞安,血河车,3000,3.19,★★★☆☆,5.0,★★★★★,3.2,中,爆发输出、持续输出,杀死/死亡/生命、回合/轮/时机、攻击/伤害/生命流失、专属/身份,循环/累积风险、随机/人工裁定风险、回合/轮/时机边界、攻击/伤害/生命流失概念边界、结算顺序风险,同类文本复杂度靠前,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 52%。
方歌吟,战斗人物,温瑞安,血河车,4000,4.04,★★★★☆,5.0,★★★★★,3.45,高,爆发输出、持续输出、肉盾/生存、阵营/结盟,回合/轮/时机、攻击/伤害/生命流失、杀死/死亡/生命、玩家/一方/阵营/结盟、专属/身份,循环/累积风险、回合/轮/时机边界、攻击/伤害/生命流失概念边界、状态交互风险、目标/来源风险,电子化/结算风险较高、同类文本复杂度靠前、同类影响力靠前,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★★；规则边界分位 60%。
任狂,战斗人物,温瑞安,血河车,3100,3.28,★★★☆☆,3.94,★★★★☆,2.81,低,爆发输出、肉盾/生存、阵营/结盟,杀死/死亡/生命、攻击/伤害/生命流失、玩家/一方/阵营/结盟、专属/身份,目标/来源风险、攻击/伤害/生命流失概念边界、随机/人工裁定风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 39%。
天象,战斗人物,温瑞安,血河车,4400,2.44,★★☆☆☆,1.87,★★☆☆☆,1.48,低,肉盾/生存,杀死/死亡/生命,状态交互风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 3%。
卫悲回,战斗人物,温瑞安,血河车,4100,2.27,★★☆☆☆,4.88,★★★★★,4.75,中,爆发输出、控制/封锁、阵营/结盟、规则解释高风险、对象清除裁定、人工裁定,杀死/死亡/生命、玩家/一方/阵营/结盟、专属/身份、文本修改/人工裁定、清除/卡与人物单元,文本解释风险、目标/来源风险、人工裁定边界、卡对象与人物单元边界、循环/累积风险、状态交互风险、随机/人工裁定风险,规则概念边界复杂、人工裁定边界,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★★；规则边界分位 87%。
雪峰神尼,战斗人物,温瑞安,血河车,2900,2.54,★★★☆☆,2.45,★★☆☆☆,2.63,低,爆发输出、控制/封锁、对象清除裁定,杀死/死亡/生命、清除/卡与人物单元,卡对象与人物单元边界,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★☆☆☆；规则边界分位 33%。
严苍茫,战斗人物,温瑞安,血河车,3600,3.33,★★★☆☆,5.0,★★★★★,3.14,中,持续输出、肉盾/生存、控制/封锁,攻击/伤害/生命流失、回合/轮/时机、专属/身份、杀死/死亡/生命,状态交互风险、回合/轮/时机边界、循环/累积风险、攻击/伤害/生命流失概念边界、目标/来源风险,同类文本复杂度靠前,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 50%。
车占风,战斗人物,温瑞安,血河车,4800,3.03,★★★☆☆,3.06,★★★☆☆,2.41,低,爆发输出、持续输出、肉盾/生存、阵营/结盟,攻击/伤害/生命流失、杀死/死亡/生命、玩家/一方/阵营/结盟,循环/累积风险、攻击/伤害/生命流失概念边界、状态交互风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★☆☆；规则边界分位 25%。
楚相玉,战斗人物,温瑞安,四大名捕,2000,2.61,★★★☆☆,3.28,★★★☆☆,3.16,低,控制/封锁、资源/牌堆,回合/轮/时机、攻击/伤害/生命流失、专属/身份、牌堆/弃牌/本局弃卡,结算顺序风险、回合/轮/时机边界、攻击/伤害/生命流失概念边界、目标/来源风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★☆☆；规则边界分位 51%。
冷血,战斗人物,温瑞安,四大名捕,1900,2.95,★★★☆☆,4.13,★★★★☆,2.78,低,持续输出、阵营/结盟,杀死/死亡/生命、攻击/伤害/生命流失、专属/身份、玩家/一方/阵营/结盟,循环/累积风险、攻击/伤害/生命流失概念边界、结算顺序风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 39%。
铁手,战斗人物,温瑞安,四大名捕,3500,2.23,★★☆☆☆,2.58,★★★☆☆,1.56,低,爆发输出、持续输出、阵营/结盟,专属/身份、玩家/一方/阵营/结盟,,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 4%。
无情,战斗人物,温瑞安,四大名捕,1400,3.6,★★★★☆,3.96,★★★★☆,2.3,中,肉盾/生存、控制/封锁、阵营/结盟,攻击/伤害/生命流失、玩家/一方/阵营/结盟、专属/身份,随机/人工裁定风险、攻击/伤害/生命流失概念边界,,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★☆；规则边界分位 23%。
诸葛正我,战斗人物,温瑞安,四大名捕,3400,3.92,★★★★☆,4.45,★★★★☆,2.92,中,爆发输出、持续输出、肉盾/生存、位置/场景、阵营/结盟,回合/轮/时机、杀死/死亡/生命、专属/身份、玩家/一方/阵营/结盟,回合/轮/时机边界、结算顺序风险,,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★☆；规则边界分位 42%。
追命,战斗人物,温瑞安,四大名捕,2900,2.65,★★★☆☆,4.11,★★★★☆,3.47,中,爆发输出、持续输出、肉盾/生存、控制/封锁、位置/场景、阵营/结盟、空间/离场裁定,杀死/死亡/生命、玩家/一方/阵营/结盟、专属/身份、离场/不在场/找不到/无此人,存在状态边界、循环/累积风险、状态交互风险、目标/来源风险、空间状态风险、胜负裁定风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 60%。
白愁飞,战斗人物,温瑞安,说英雄谁是英雄,2100,3.82,★★★★☆,3.76,★★★★☆,2.13,低,爆发输出、持续输出、肉盾/生存、控制/封锁、阵营/结盟,玩家/一方/阵营/结盟、杀死/死亡/生命、专属/身份,结算顺序风险、状态交互风险,,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★☆；规则边界分位 19%。
狄飞惊,战斗人物,温瑞安,说英雄谁是英雄,1700,3.07,★★★☆☆,4.85,★★★★★,4.95,中,爆发输出、控制/封锁、阵营/结盟、规则解释高风险、人工裁定、位置/场景、资源/牌堆,攻击/伤害/生命流失、文本修改/人工裁定、场景/地点/空间、牌堆/弃牌/本局弃卡、玩家/一方/阵营/结盟,文本解释风险、状态交互风险、目标/来源风险、人工裁定边界、攻击/伤害/生命流失概念边界,规则概念边界复杂、人工裁定边界,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 89%。
方恨少,战斗人物,温瑞安,说英雄谁是英雄,800,2.18,★★☆☆☆,3.44,★★★☆☆,4.31,中,阵营/结盟、位置/场景、多人一卡,攻击/伤害/生命流失、专属/身份、场景/地点/空间、多人一卡/共享生命、玩家/一方/阵营/结盟,目标/来源风险、结算顺序风险、多人一卡结构边界、攻击/伤害/生命流失概念边界,规则概念边界复杂,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 79%。
方应看,战斗人物,温瑞安,说英雄谁是英雄,2300,3.01,★★★☆☆,5.0,★★★★★,5.0,极高,持续输出、控制/封锁、阵营/结盟、胜负特判、规则解释高风险、人工裁定,攻击/伤害/生命流失、玩家/一方/阵营/结盟、杀死/死亡/生命、回合/轮/时机、专属/身份、文本修改/人工裁定,目标/来源风险、随机/人工裁定风险、状态交互风险、人工裁定边界、回合/轮/时机边界、攻击/伤害/生命流失概念边界、文本解释风险、胜负裁定风险,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、同类文本复杂度靠前、人工裁定边界,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 95%。
关七,战斗人物,温瑞安,说英雄谁是英雄,,4.01,★★★★☆,3.79,★★★★☆,5.0,高,爆发输出、肉盾/生存、控制/封锁、资源/学习、空间/离场裁定、多人一卡、资源/牌堆,攻击/伤害/生命流失、专属/身份、学习/复制/特技所有权、杀死/死亡/生命、离场/不在场/找不到/无此人、多人一卡/共享生命、牌堆/弃牌/本局弃卡,状态交互风险、空间状态风险、多人一卡结构边界、存在状态边界、循环/累积风险、攻击/伤害/生命流失概念边界、随机/人工裁定风险,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、同类影响力靠前,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★☆；规则边界分位 95%。
